Week,Day,Date,Time,ID,Condition,Replicate,Count1,Count2,Count3,Mean,S.E.
9,7,2024/01/30,63,SD100-4,SD100,4,5340000,7100000,12800000,8413333.333,2251409.435
9,7,2024/01/30,63,SD100-5,SD100,5,7510000,6570000,6860000,6980000,277908.858
9,7,2024/01/30,63,SD100-6,SD100,6,6740000,6860000,6330000,6643333.333,160450.754
9,7,2024/01/30,63,SD100-7,SD100,7,7620000,7620000,7510000,7583333.333,36666.66667
10,0,2024/01/30,63.5,Cont-1,Control,1,10850000,14600000,16350000,13933333.33,1622326.861
10,0,2024/01/30,63.5,Cont-2,Control,2,5800000,11800000,12800000,10133333.33,2185812.841
10,0,2024/01/30,63.5,Cont-3,Control,3,11300000,17350000,12950000,13866666.67,1805623.93
10,0,2024/01/30,63.5,Lin-1,Linear,1,1240000,1045000,1245000,1176666.667,65849.15422
10,0,2024/01/30,63.5,Lin-2,Linear,2,287500,845000,715000,615833.3333,168401.3889
10,0,2024/01/30,63.5,Lin-3,Linear,3,343000,705000,780000,609333.3333,134915.1997
10,0,2024/01/30,63.5,Lin-4,Linear,4,755000,650000,635000,680000,37749.17218
10,0,2024/01/30,63.5,Lin-5,Linear,5,520000,655000,610000,595000,39686.26967
10,0,2024/01/30,63.5,Lin-6,Linear,6,620000,640000,635000,631666.6667,6009.252126
10,0,2024/01/30,63.5,Lin-7,Linear,7,481000,650000,655000,595333.3333,57184.88534
10,0,2024/01/30,63.5,SD025-1,SD025,1,416500,760000,720000,632166.6667,108449.8092
10,0,2024/01/30,63.5,SD025-2,SD025,2,740000,655000,850000,748333.3333,56445.64741
10,0,2024/01/30,63.5,SD025-3,SD025,3,565000,575000,670000,603333.3333,33458.09983
10,0,2024/01/30,63.5,SD025-4,SD025,4,530000,575000,625000,576666.6667,27436.79606
10,0,2024/01/30,63.5,SD025-5,SD025,5,615000,865000,605000,695000,85049.00548
10,0,2024/01/30,63.5,Sd025-6,SD025,6,510000,740000,665000,638333.3333,67720.83218
10,0,2024/01/30,63.5,SD025-7,SD025,7,451500,725000,565000,580500,79332.10783
10,0,2024/01/30,63.5,SD100-1,SD100,1,396000,437000,375500,402833.3333,18079.30063
10,0,2024/01/30,63.5,SD100-2,SD100,2,284500,214000,560000,352833.3333,105563.6985
10,0,2024/01/30,63.5,SD100-3,SD100,3,413500,352000,340000,368500,22765.10488
10,0,2024/01/30,63.5,SD100-4,SD100,4,267000,355000,640000,420666.6667,112570.4718
10,0,2024/01/30,63.5,SD100-5,SD100,5,375500,328500,343000,349000,13895.4429
10,0,2024/01/30,63.5,SD100-6,SD100,6,337000,343000,316500,332166.6667,8022.537698
10,0,2024/01/30,63.5,SD100-7,SD100,7,381000,381000,375500,379166.6667,1833.333333
10,3,2024/02/02,66,Cont-1,Control,1,42600000,61500000,65700000,56600000,7104224.096
10,3,2024/02/02,66,Cont-2,Control,2,51300000,50900000,55600000,52600000,1504437.88
10,3,2024/02/02,66,Cont-3,Control,3,55000000,59700000,64600000,59766666.67,2771481.754
10,3,2024/02/02,66,Lin-1,Linear,1,2180000,2540000,2480000,2400000,111355.2873
10,3,2024/02/02,66,Lin-2,Linear,2,1710000,2280000,2470000,2153333.333,228351.5808
10,3,2024/02/02,66,Lin-3,Linear,3,2020000,2620000,2150000,2263333.333,182239.1591
10,3,2024/02/02,66,Lin-4,Linear,4,2400000,2610000,2830000,2613333.333,124141.4963
10,3,2024/02/02,66,Lin-5,Linear,5,2110000,2300000,2300000,2236666.667,63333.33333
10,3,2024/02/02,66,Lin-6,Linear,6,2130000,2520000,2640000,2430000,153948.0432
10,3,2024/02/02,66,Lin-7,Linear,7,2370000,2870000,2760000,2666666.667,151694.1367
10,3,2024/02/02,66,SD025-1,SD025,1,1540000,2380000,1820000,1913333.333,246936.789
10,3,2024/02/02,66,SD025-2,SD025,2,1430000,968000,721000,1039666.667,207783.8086
10,3,2024/02/02,66,SD025-3,SD025,3,1790000,1950000,1900000,1880000,47258.15626
10,3,2024/02/02,66,SD025-4,SD025,4,1980000,1830000,1310000,1706666.667,203005.1997
10,3,2024/02/02,66,SD025-5,SD025,5,1520000,2240000,2090000,1950000,219317.122
10,3,2024/02/02,66,Sd025-6,SD025,6,1410000,2450000,2150000,2003333.333,309048.7196
10,3,2024/02/02,66,SD025-7,SD025,7,1200000,2190000,1880000,1756666.667,292365.8287
10,3,2024/02/02,66,SD100-1,SD100,1,1030000,1520000,1470000,1340000,155670.5924
10,3,2024/02/02,66,SD100-2,SD100,2,944000,1300000,1160000,1134666.667,103546.0177
10,3,2024/02/02,66,SD100-3,SD100,3,346000,1320000,1220000,962000,309349.8559
10,3,2024/02/02,66,SD100-4,SD100,4,440000,1200000,880000,840000,220302.8219
10,3,2024/02/02,66,SD100-5,SD100,5,581000,1110000,716000,802333.3333,158692.925
10,3,2024/02/02,66,SD100-6,SD100,6,774000,1160000,1560000,1164666.667,226910.653
10,3,2024/02/02,66,SD100-7,SD100,7,1240000,1550000,1400000,1396666.667,89504.81055
10,7,2024/02/06,70,Cont-1,Control,1,118000000,118000000,148000000,128000000,10000000
10,7,2024/02/06,70,Cont-2,Control,2,149000000,234000000,243000000,208666666.7,29946248.14
10,7,2024/02/06,70,Cont-3,Control,3,178000000,261000000,214000000,217666666.7,24030073.75
10,7,2024/02/06,70,Lin-1,Linear,1,9110000,9230000,9390000,9243333.333,81103.5004
10,7,2024/02/06,70,Lin-2,Linear,2,2930000,8620000,210000,3920000,2477707.274
10,7,2024/02/06,70,Lin-3,Linear,3,7860000,5190000,3300000,5450000,1322762.261
10,7,2024/02/06,70,Lin-4,Linear,4,9180000,8370000,8850000,8800000,235159.5203
10,7,2024/02/06,70,Lin-5,Linear,5,9620000,8940000,9150000,9236666.667,201025.1504
10,7,2024/02/06,70,Lin-6,Linear,6,9010000,8730000,10800000,9513333.333,648391.1714
10,7,2024/02/06,70,Lin-7,Linear,7,9020000,8520000,9220000,8920000,208166.5999
10,7,2024/02/06,70,SD025-1,SD025,1,7450000,7750000,7740000,7646666.667,98375.69709
10,7,2024/02/06,70,SD025-2,SD025,2,7550000,7460000,7590000,7533333.333,38441.87532
10,7,2024/02/06,70,SD025-3,SD025,3,6900000,6680000,6420000,6666666.667,138724.347
10,7,2024/02/06,70,SD025-4,SD025,4,6490000,6990000,7440000,6973333.333,274367.9606
10,7,2024/02/06,70,SD025-5,SD025,5,8520000,7720000,7470000,7903333.333,316666.6667
10,7,2024/02/06,70,Sd025-6,SD025,6,5780000,6280000,6510000,6190000,215483.9515
10,7,2024/02/06,70,SD025-7,SD025,7,6850000,7770000,8030000,7550000,357957.1669
10,7,2024/02/06,70,SD100-1,SD100,1,5600000,6220000,6220000,6013333.333,206666.6667
10,7,2024/02/06,70,SD100-2,SD100,2,3990000,6120000,7270000,5793333.333,960838.754
10,7,2024/02/06,70,SD100-3,SD100,3,5630000,5850000,5690000,5723333.333,65659.05201
10,7,2024/02/06,70,SD100-4,SD100,4,6800000,2210000,2210000,3740000,1530000
10,7,2024/02/06,70,SD100-5,SD100,5,4880000,3940000,4060000,4293333.333,295371.7056
10,7,2024/02/06,70,SD100-6,SD100,6,3270000,6960000,6770000,5666666.667,1199587.892
10,7,2024/02/06,70,SD100-7,SD100,7,5980000,5270000,6170000,5806666.667,273881.564
11,0,2024/02/06,70.5,Cont-1,Control,1,5900000,5900000,7400000,6400000,500000
11,0,2024/02/06,70.5,Cont-2,Control,2,7450000,11700000,12150000,10433333.33,1497312.407
11,0,2024/02/06,70.5,Cont-3,Control,3,8900000,13050000,10700000,10883333.33,1201503.688
11,0,2024/02/06,70.5,Lin-1,Linear,1,455500,461500,469500,462166.6667,4055.17502
11,0,2024/02/06,70.5,Lin-2,Linear,2,146500,431000,10500,196000,123885.3637
11,0,2024/02/06,70.5,Lin-3,Linear,3,393000,259500,165000,272500,66138.11307
11,0,2024/02/06,70.5,Lin-4,Linear,4,459000,418500,442500,440000,11757.97602
11,0,2024/02/06,70.5,Lin-5,Linear,5,481000,447000,457500,461833.3333,10051.25752
11,0,2024/02/06,70.5,Lin-6,Linear,6,450500,436500,540000,475666.6667,32419.55857
11,0,2024/02/06,70.5,Lin-7,Linear,7,451000,426000,461000,446000,10408.33
11,0,2024/02/06,70.5,SD025-1,SD025,1,372500,387500,387000,382333.3333,4918.784854
11,0,2024/02/06,70.5,SD025-2,SD025,2,377500,373000,379500,376666.6667,1922.093766
11,0,2024/02/06,70.5,SD025-3,SD025,3,345000,334000,321000,333333.3333,6936.217349
11,0,2024/02/06,70.5,SD025-4,SD025,4,324500,349500,372000,348666.6667,13718.39803
11,0,2024/02/06,70.5,SD025-5,SD025,5,426000,386000,373500,395166.6667,15833.33333
11,0,2024/02/06,70.5,Sd025-6,SD025,6,289000,314000,325500,309500,10774.19757
11,0,2024/02/06,70.5,SD025-7,SD025,7,342500,388500,401500,377500,17897.85834
11,0,2024/02/06,70.5,SD100-1,SD100,1,280000,311000,311000,300666.6667,10333.33333
11,0,2024/02/06,70.5,SD100-2,SD100,2,199500,306000,363500,289666.6667,48041.9377
11,0,2024/02/06,70.5,SD100-3,SD100,3,281500,292500,284500,286166.6667,3282.952601
11,0,2024/02/06,70.5,SD100-4,SD100,4,340000,110500,110500,187000,76500
11,0,2024/02/06,70.5,SD100-5,SD100,5,244000,197000,203000,214666.6667,14768.58528
11,0,2024/02/06,70.5,SD100-6,SD100,6,163500,348000,338500,283333.3333,59979.39461
11,0,2024/02/06,70.5,SD100-7,SD100,7,299000,263500,308500,290333.3333,13694.0782
11,3,2024/02/09,73,Cont-1,Control,1,22500000,52800000,56500000,43933333.33,10769762.2
11,3,2024/02/09,73,Cont-2,Control,2,29800000,58400000,62400000,50200000,10265151.4
11,3,2024/02/09,73,Cont-3,Control,3,53900000,59700000,62100000,58566666.67,2434018.168
11,3,2024/02/09,73,Lin-1,Linear,1,1070000,1240000,1310000,1206666.667,71258.52775
11,3,2024/02/09,73,Lin-2,Linear,2,1060000,1130000,1040000,1076666.667,27284.50924
11,3,2024/02/09,73,Lin-3,Linear,3,1140000,1380000,1870000,1463333.333,214812.5798
11,3,2024/02/09,73,Lin-4,Linear,4,1050000,1170000,1420000,1213333.333,108985.2182
11,3,2024/02/09,73,Lin-5,Linear,5,845000,1570000,698000,1037666.667,269528.1886
11,3,2024/02/09,73,Lin-6,Linear,6,891000,1220000,1290000,1133666.667,123004.5166
11,3,2024/02/09,73,Lin-7,Linear,7,1090000,1300000,780000,1056666.667,151033.4768
11,3,2024/02/09,73,SD025-1,SD025,1,569000,765000,516000,616666.6667,75728.31556
11,3,2024/02/09,73,SD025-2,SD025,2,1140000,1480000,1270000,1296666.667,99051.05305
11,3,2024/02/09,73,SD025-3,SD025,3,1510000,1510000,2300000,1773333.333,263333.3333
11,3,2024/02/09,73,SD025-4,SD025,4,1340000,792000,1230000,1120666.667,167373.1692
11,3,2024/02/09,73,SD025-5,SD025,5,827000,1870000,1520000,1405666.667,306467.1452
11,3,2024/02/09,73,Sd025-6,SD025,6,1120000,1610000,1320000,1350000,142243.922
11,3,2024/02/09,73,SD025-7,SD025,7,1320000,1650000,1440000,1470000,96436.50761
11,3,2024/02/09,73,SD100-1,SD100,1,3650000,4160000,3820000,3876666.667,149925.9076
11,3,2024/02/09,73,SD100-2,SD100,2,3410000,3990000,4090000,3830000,211974.8413
11,3,2024/02/09,73,SD100-3,SD100,3,2590000,5140000,4420000,4050000,759012.5164
11,3,2024/02/09,73,SD100-4,SD100,4,1090000,3710000,4600000,3133333.333,1053475.729
11,3,2024/02/09,73,SD100-5,SD100,5,4060000,5320000,5450000,4943333.333,443258.139
11,3,2024/02/09,73,SD100-6,SD100,6,3750000,5990000,4810000,4850000,646941.5223
11,3,2024/02/09,73,SD100-7,SD100,7,1240000,1300000,3940000,2160000,890168.5234
11,7,2024/02/13,77,Cont-1,Control,1,101000000,232000000,257000000,196666666.7,48374694.95
11,7,2024/02/13,77,Cont-2,Control,2,145000000,257000000,254000000,218666666.7,36843512.92
11,7,2024/02/13,77,Cont-3,Control,3,191000000,218000000,225000000,211333333.3,10365541.2
11,7,2024/02/13,77,Lin-1,Linear,1,3780000,4720000,4770000,4423333.333,321990.338
11,7,2024/02/13,77,Lin-2,Linear,2,2980000,2910000,2930000,2940000,20816.65999
11,7,2024/02/13,77,Lin-3,Linear,3,4400000,5710000,5060000,5056666.667,378168.099
11,7,2024/02/13,77,Lin-4,Linear,4,4000000,4080000,4300000,4126666.667,89690.82698
11,7,2024/02/13,77,Lin-5,Linear,5,3450000,4310000,4390000,4050000,300887.5759
11,7,2024/02/13,77,Lin-6,Linear,6,5470000,5100000,4900000,5156666.667,166966.3972
11,7,2024/02/13,77,Lin-7,Linear,7,4370000,4300000,4490000,4386666.667,55477.72326
11,7,2024/02/13,77,SD025-1,SD025,1,6870000,5640000,6360000,6290000,356791.2555
11,7,2024/02/13,77,SD025-2,SD025,2,5530000,6180000,6020000,5910000,195533.4583
11,7,2024/02/13,77,SD025-3,SD025,3,3120000,5030000,5130000,4426666.667,653970.7775
11,7,2024/02/13,77,SD025-4,SD025,4,5150000,5940000,6110000,5733333.333,295766.4244
11,7,2024/02/13,77,SD025-5,SD025,5,6340000,6310000,5580000,6076666.667,248484.2942
11,7,2024/02/13,77,Sd025-6,SD025,6,5450000,6290000,6520000,6086666.667,325183.7088
11,7,2024/02/13,77,SD025-7,SD025,7,8450000,7860000,7140000,7816666.667,378784.606
11,7,2024/02/13,77,SD100-1,SD100,1,12700000,14900000,13700000,13766666.67,635959.4676
11,7,2024/02/13,77,SD100-2,SD100,2,15100000,14900000,16800000,15600000,602771.3773
11,7,2024/02/13,77,SD100-3,SD100,3,7670000,16100000,16500000,13423333.33,2878983.231
11,7,2024/02/13,77,SD100-4,SD100,4,18200000,19100000,16300000,17866666.67,825294.5602
11,7,2024/02/13,77,SD100-5,SD100,5,8220000,6690000,6130000,7013333.333,624615.4372
11,7,2024/02/13,77,SD100-6,SD100,6,13500000,13500000,16400000,14466666.67,966666.6667
11,7,2024/02/13,77,SD100-7,SD100,7,16600000,17100000,18100000,17266666.67,440958.5518
12,0,2024/02/13,77.5,Cont-1,Control,1,5050000,11600000,12850000,9833333.333,2418734.747
12,0,2024/02/13,77.5,Cont-2,Control,2,7250000,12850000,12700000,10933333.33,1842175.646
12,0,2024/02/13,77.5,Cont-3,Control,3,9550000,10900000,11250000,10566666.67,518277.0602
12,0,2024/02/13,77.5,Lin-1,Linear,1,189000,236000,238500,221166.6667,16099.5169
12,0,2024/02/13,77.5,Lin-2,Linear,2,149000,145500,146500,147000,1040.833
12,0,2024/02/13,77.5,Lin-3,Linear,3,220000,285500,253000,252833.3333,18908.40495
12,0,2024/02/13,77.5,Lin-4,Linear,4,200000,204000,215000,206333.3333,4484.541349
12,0,2024/02/13,77.5,Lin-5,Linear,5,172500,215500,219500,202500,15044.3788
12,0,2024/02/13,77.5,Lin-6,Linear,6,273500,255000,245000,257833.3333,8348.319858
12,0,2024/02/13,77.5,Lin-7,Linear,7,218500,215000,224500,219333.3333,2773.886163
12,0,2024/02/13,77.5,SD025-1,SD025,1,343500,282000,318000,314500,17839.56277
12,0,2024/02/13,77.5,SD025-2,SD025,2,276500,309000,301000,295500,9776.672917
12,0,2024/02/13,77.5,SD025-3,SD025,3,156000,251500,256500,221333.3333,32698.53887
12,0,2024/02/13,77.5,SD025-4,SD025,4,257500,297000,305500,286666.6667,14788.32122
12,0,2024/02/13,77.5,SD025-5,SD025,5,317000,315500,279000,303833.3333,12424.21471
12,0,2024/02/13,77.5,Sd025-6,SD025,6,272500,314500,326000,304333.3333,16259.18544
12,0,2024/02/13,77.5,SD025-7,SD025,7,422500,393000,357000,390833.3333,18939.2303
12,0,2024/02/13,77.5,SD100-1,SD100,1,635000,745000,685000,688333.3333,31797.97338
12,0,2024/02/13,77.5,SD100-2,SD100,2,755000,745000,840000,780000,30138.56887
12,0,2024/02/13,77.5,SD100-3,SD100,3,383500,805000,825000,671166.6667,143949.1616
12,0,2024/02/13,77.5,SD100-4,SD100,4,910000,955000,815000,893333.3333,41264.72801
12,0,2024/02/13,77.5,SD100-5,SD100,5,411000,334500,306500,350666.6667,31230.77186
12,0,2024/02/13,77.5,SD100-6,SD100,6,675000,675000,820000,723333.3333,48333.33333
12,0,2024/02/13,77.5,SD100-7,SD100,7,830000,855000,905000,863333.3333,22047.92759
12,3,2024/02/16,80,Cont-1,Control,1,56500000,57900000,51600000,55333333.33,1909915.647
12,3,2024/02/16,80,Cont-2,Control,2,48500000,57100000,58600000,54733333.33,3146603.107
12,3,2024/02/16,80,Cont-3,Control,3,48200000,56200000,59600000,54666666.67,3379020.239
12,3,2024/02/16,80,Lin-1,Linear,1,340000,581000,457000,459333.3333,69580.48896
12,3,2024/02/16,80,Lin-2,Linear,2,235000,469000,381000,361666.6667,68238.14508
12,3,2024/02/16,80,Lin-3,Linear,3,626000,628000,510000,588000,39004.27327
12,3,2024/02/16,80,Lin-4,Linear,4,387000,610000,757000,584666.6667,107558.253
12,3,2024/02/16,80,Lin-5,Linear,5,604000,481000,1140000,741666.6667,202306.9725
12,3,2024/02/16,80,Lin-6,Linear,6,364000,534000,534000,477333.3333,56666.66667
12,3,2024/02/16,80,Lin-7,Linear,7,463000,487000,428000,459333.3333,17130.22021
12,3,2024/02/16,80,SD025-1,SD025,1,346000,540000,463000,449666.6667,56398.38453
12,3,2024/02/16,80,SD025-2,SD025,2,540000,569000,698000,602333.3333,48560.38623
12,3,2024/02/16,80,SD025-3,SD025,3,598000,551000,645000,598000,27135.46265
12,3,2024/02/16,80,SD025-4,SD025,4,616000,786000,886000,762666.6667,78810.60278
12,3,2024/02/16,80,SD025-5,SD025,5,704000,557000,604000,621666.6667,43344.87026
12,3,2024/02/16,80,Sd025-6,SD025,6,463000,768000,786000,672333.3333,104795.5682
12,3,2024/02/16,80,SD025-7,SD025,7,1070000,868000,737000,891666.6667,96854.41538
12,3,2024/02/16,80,SD100-1,SD100,1,8090000,1500000,991000,3527000,2286226.658
12,3,2024/02/16,80,SD100-2,SD100,2,1360000,1250000,1300000,1303333.333,31797.97338
12,3,2024/02/16,80,SD100-3,SD100,3,411000,1950000,1110000,1157000,444892.1218
12,3,2024/02/16,80,SD100-4,SD100,4,1280000,1430000,1300000,1336666.667,47022.45327
12,3,2024/02/16,80,SD100-5,SD100,5,780000,874000,1450000,1034666.667,209432.0362
12,3,2024/02/16,80,SD100-6,SD100,6,991000,1080000,6860000,2977000,1941669.986
12,3,2024/02/16,80,SD100-7,SD100,7,1360000,1770000,1650000,1593333.333,121700.9084
12,7,2024/02/19,84,Cont-1,Control,1,204000000,218000000,223000000,215000000,5686240.703
12,7,2024/02/19,84,Cont-2,Control,2,104000000,244000000,258000000,202000000,49166384.18
12,7,2024/02/19,84,Cont-3,Control,3,178000000,229000000,214000000,207000000,15132745.95
12,7,2024/02/19,84,Lin-1,Linear,1,2000000,1810000,2010000,1940000,65064.07099
12,7,2024/02/19,84,Lin-2,Linear,2,1710000,2030000,2040000,1926666.667,108371.788
12,7,2024/02/19,84,Lin-3,Linear,3,2260000,2290000,2310000,2286666.667,14529.66315
12,7,2024/02/19,84,Lin-4,Linear,4,1300000,1960000,1330000,1530000,215174.3479
12,7,2024/02/19,84,Lin-5,Linear,5,3240000,2760000,2860000,2953333.333,146211.4147
12,7,2024/02/19,84,Lin-6,Linear,6,1600000,1580000,1720000,1633333.333,43716.25683
12,7,2024/02/19,84,Lin-7,Linear,7,1510000,1540000,1820000,1623333.333,98713.95263
12,7,2024/02/19,84,SD025-1,SD025,1,2480000,2600000,3240000,2773333.333,235890.7468
12,7,2024/02/19,84,SD025-2,SD025,2,1710000,2480000,1980000,2056666.667,225561.0289
12,7,2024/02/19,84,SD025-3,SD025,3,845000,1990000,1340000,1391666.667,331541.0147
12,7,2024/02/19,84,SD025-4,SD025,4,2440000,1920000,2110000,2156666.667,151913.7182
12,7,2024/02/19,84,SD025-5,SD025,5,1350000,1850000,1970000,1723333.333,189853.7449
12,7,2024/02/19,84,Sd025-6,SD025,6,1690000,1440000,1610000,1580000,73711.14796
12,7,2024/02/19,84,SD025-7,SD025,7,2450000,2210000,1770000,2143333.333,199109.127
12,7,2024/02/19,84,SD100-1,SD100,1,4120000,3210000,2640000,3323333.333,430980.7936
12,7,2024/02/19,84,SD100-2,SD100,2,3670000,4260000,4350000,4093333.333,213255.194
12,7,2024/02/19,84,SD100-3,SD100,3,4400000,3370000,2790000,3520000,470779.4954
12,7,2024/02/19,84,SD100-4,SD100,4,1470000,2630000,1730000,1943333.333,351441.4761
12,7,2024/02/19,84,SD100-5,SD100,5,3610000,1170000,956000,1912000,851244.579
12,7,2024/02/19,84,SD100-6,SD100,6,2040000,2320000,5940000,3433333.333,1255937.012
12,7,2024/02/19,84,SD100-7,SD100,7,3300000,4450000,4040000,3930000,336501.6097